metric,mean_at_severity_0,mean_at_max_severity,absolute_range,relative_range_pct
naive_glare_ratio,0.848713395245059,0.8601006567877537,0.01138726154269476,1.3417087094998403
oracle_text_washout_ratio,0.0,0.03378834892146668,0.03378834892146668,inf
