metric,mean_at_severity_0,mean_at_max_severity,absolute_change,relative_change_pct
global_mean,238.333611942959,237.4864798573975,-0.8471320855614977,-0.3554396203940567
p5,70.58333333333333,67.16666666666667,-3.416666666666657,-4.840613931523009
p25,255.0,255.0,0.0,0.0
p50,255.0,255.0,0.0,0.0
darkest_block_mean,101.64322916666667,44.013020833333336,-57.630208333333336,-56.69852168788912
